customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID0175,Female,0,Yes,Yes,35,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),126.25,4123.76,Yes
ID0176,Female,0,Yes,No,52,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),117.4,7566.89,Yes
ID0177,Male,0,No,No,34,No,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.94,4431.8,Yes
ID0178,Male,1,No,Yes,41,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Mailed check,46.08,7631.09,Yes
ID0179,Male,0,Yes,Yes,51,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,73.96,1525.28,Yes
ID0180,Male,0,No,Yes,47,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),70.58,5821.66,Yes
ID0181,Male,1,No,Yes,58,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.14,6517.68,No
ID0182,Male,1,Yes,Yes,57,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,88.91,5466.11,Yes
ID0183,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,105.74,4895.68,No
ID0184,Male,1,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),81.49,4563.01,Yes
ID0185,Male,1,Yes,No,22,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,40.58,6902.34,No
ID0186,Male,1,Yes,No,17,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),116.68,6592.0,Yes
ID0187,Female,1,Yes,Yes,69,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),61.28,1067.07,No
ID0188,Male,0,No,No,11,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,128.09,6804.83,No
ID0189,Male,0,No,No,15,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,41.89,3372.13,No
ID0190,Female,1,Yes,No,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,126.77,2105.19,Yes
ID0191,Male,0,No,No,33,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),39.18,6972.16,Yes
ID0192,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,53.32,3513.99,Yes
ID0193,Male,0,No,Yes,34,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,34.69,6487.07,No
ID0194,Male,1,Yes,Yes,66,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,101.21,2181.88,No
ID0195,Male,1,Yes,No,40,No,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,115.87,132.03,No
ID0196,Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,73.83,4015.12,Yes
ID0197,Female,1,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),123.77,892.79,Yes
ID0198,Female,0,No,Yes,39,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,89.61,6060.56,No
ID0199,Male,0,No,Yes,70,No,Yes,No,No,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),93.62,2281.98,Yes
ID0200,Male,0,Yes,No,20,No,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),115.38,3605.79,Yes
ID0201,Male,0,Yes,Yes,1,No,No,No,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,59.97,788.56,Yes
ID0202,Female,1,No,Yes,72,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),65.77,2365.6,Yes
ID0203,Male,1,Yes,No,63,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),121.49,6274.76,No
ID0204,Male,1,Yes,Yes,67,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,120.99,1298.53,Yes
ID0205,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,128.61,5213.55,Yes
ID0206,Male,1,Yes,No,58,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),121.08,7348.65,No
ID0207,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),42.85,5471.7,No
ID0208,Female,1,No,Yes,47,No,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.19,6508.06,Yes
ID0209,Female,0,No,No,38,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),71.38,961.87,Yes
ID0210,Male,0,Yes,Yes,15,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,130.06,2081.77,Yes
ID0211,Male,0,Yes,Yes,63,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,77.69,7167.85,Yes
ID0212,Male,1,Yes,No,21,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,85.93,5750.32,No
ID0213,Male,1,No,No,57,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.5,5153.47,No
ID0214,Male,1,Yes,No,53,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),62.49,5344.75,No
ID0215,Male,1,No,Yes,46,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.57,3373.17,Yes
ID0216,Male,0,No,No,14,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),120.45,452.99,Yes
ID0217,Female,1,No,Yes,17,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.06,6298.08,No
ID0218,Male,1,Yes,No,39,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.08,5462.82,Yes
ID0219,Female,0,No,Yes,9,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.44,3836.15,No
ID0220,Male,0,Yes,No,6,Yes,No,No,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),93.2,7209.09,No
ID0221,Male,0,No,No,23,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.31,2756.65,No
ID0222,Male,1,Yes,No,59,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,55.65,2426.13,No
ID0223,Female,0,No,No,46,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.82,6996.08,No
ID0224,Female,0,Yes,Yes,38,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,100.71,6397.19,No
ID0225,Female,0,No,No,14,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),85.31,4169.33,No
ID0226,Female,1,Yes,No,72,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Mailed check,91.56,1133.79,Yes
ID0227,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.19,1800.05,No
ID0228,Female,1,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.86,5285.19,No
ID0229,Male,1,Yes,Yes,19,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),49.55,3142.82,Yes
ID0230,Male,0,No,No,30,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),51.04,6709.13,No
ID0231,Female,0,No,No,25,No,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.78,7605.63,Yes
ID0232,Female,1,Yes,No,40,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),122.03,6465.52,No
ID0233,Female,0,No,Yes,14,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.77,3083.6,Yes
ID0234,Female,0,Yes,No,26,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),50.97,6331.61,Yes
ID0235,Female,1,Yes,No,22,No,Yes,No,Yes,No,No,No,No,No internet service,One year,No,Mailed check,95.51,2877.38,Yes
ID0236,Female,1,No,No,48,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),117.98,1421.08,No
ID0237,Female,0,Yes,Yes,51,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.57,364.8,Yes
ID0238,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),117.73,3148.15,No
ID0239,Male,0,No,No,42,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.18,7239.11,No
ID0240,Female,0,Yes,Yes,19,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,105.93,1988.98,No
ID0241,Female,0,Yes,No,28,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,44.14,1732.44,No
ID0242,Male,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.17,7762.57,No
ID0243,Female,0,Yes,No,71,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,69.33,298.52,No
ID0244,Male,0,No,No,63,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,81.63,6308.67,No
ID0245,Male,0,No,No,19,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),123.83,2639.81,Yes
ID0246,Female,1,No,No,47,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,118.29,397.14,No
ID0247,Male,1,Yes,No,14,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,43.58,7351.63,No
ID0248,Male,1,Yes,Yes,38,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,47.44,1204.16,Yes
ID0249,Male,1,No,Yes,53,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.11,4460.05,No
ID0250,Male,1,Yes,Yes,61,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,59.36,2266.02,Yes
ID0251,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,92.08,616.01,Yes
ID0252,Male,1,Yes,Yes,40,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,121.17,495.38,No
ID0253,Female,1,Yes,Yes,30,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,127.18,1013.89,No
ID0254,Male,1,No,Yes,9,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,96.0,664.79,Yes
ID0255,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),114.64,6109.4,No
ID0256,Male,1,No,No,33,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),83.04,3936.96,Yes
ID0257,Male,1,Yes,No,52,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),51.03,2809.84,Yes
ID0258,Female,0,No,No,14,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),82.98,3406.1,No
ID0259,Female,1,No,Yes,53,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),86.05,7439.67,Yes
ID0260,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Mailed check,104.98,7295.93,No
ID0261,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,52.2,5754.83,No
ID0262,Female,0,No,No,68,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),67.19,7089.98,Yes
ID0263,Male,0,No,Yes,68,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,66.76,2626.21,Yes
ID0264,Male,0,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),126.89,3111.75,No
ID0265,Male,1,No,No,2,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),74.83,4949.32,No
ID0266,Female,0,Yes,No,41,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),106.25,5027.63,No
ID0267,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),105.82,3906.42,Yes
ID0268,Female,1,No,Yes,16,No,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,56.81,3266.19,No
ID0269,Male,0,Yes,No,62,No,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,87.75,7891.81,Yes
ID0270,Male,1,No,No,48,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,120.31,6587.87,Yes
ID0271,Female,1,Yes,Yes,30,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,77.98,3537.33,Yes
ID0272,Female,1,Yes,Yes,12,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),125.45,5846.6,No
ID0273,Female,0,Yes,No,35,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.65,2230.53,Yes
ID0274,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),37.48,892.33,No
ID0275,Male,0,No,No,64,No,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),120.03,2885.2,Yes
ID0276,Female,1,Yes,No,50,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,115.61,3284.48,No
ID0277,Male,0,No,Yes,21,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),130.24,231.63,No
ID0278,Female,0,No,No,69,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,98.61,6537.85,Yes
ID0279,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),124.6,2938.62,No
ID0280,Female,1,Yes,No,20,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,113.51,4686.29,Yes
ID0281,Female,1,No,No,67,No,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),115.28,685.3,Yes
ID0282,Female,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,87.47,1483.46,Yes
ID0283,Female,0,No,Yes,33,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),68.61,7129.57,Yes
ID0284,Male,0,No,No,61,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,124.38,4909.62,Yes
ID0285,Female,0,No,Yes,9,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.63,7608.23,Yes
ID0286,Male,1,No,No,68,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.41,7991.12,Yes
ID0287,Male,1,Yes,No,35,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.05,3038.68,No
ID0288,Male,1,Yes,No,65,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),87.04,2461.53,Yes
ID0289,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,77.51,6882.0,Yes
ID0290,Female,0,Yes,No,45,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.83,7990.02,No
ID0291,Male,0,No,Yes,47,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,119.08,5075.16,No
ID0292,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,74.87,6382.6,Yes
ID0293,Male,1,Yes,Yes,54,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,89.47,6276.78,Yes
ID0294,Female,0,No,Yes,46,No,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,44.05,2908.17,Yes
ID0295,Female,1,No,No,47,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,30.33,4637.73,No
ID0296,Female,1,No,No,15,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,No,Mailed check,54.76,6682.14,Yes
ID0297,Female,0,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,101.15,5537.09,No
ID0298,Male,0,Yes,No,26,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),40.01,268.18,Yes
ID0299,Male,0,Yes,No,52,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),121.79,2760.96,Yes
ID0300,Female,1,No,Yes,22,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.71,1242.35,No
ID0301,Male,0,Yes,No,21,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.65,1941.47,Yes
ID0302,Male,1,Yes,No,51,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),48.32,7254.36,Yes
ID0303,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),31.4,392.45,Yes
ID0304,Female,1,Yes,Yes,20,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),107.94,1837.42,No
ID0305,Female,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,118.37,2546.59,Yes
ID0306,Male,0,Yes,Yes,51,No,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),92.02,4974.37,Yes
ID0307,Female,1,No,No,4,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),49.0,4320.39,No
ID0308,Female,1,No,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.8,1825.32,No
ID0309,Female,0,Yes,Yes,71,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,78.06,1398.49,Yes
ID0310,Female,1,Yes,No,28,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,126.38,1971.69,Yes
ID0311,Female,0,No,Yes,4,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),54.97,4070.97,No
ID0312,Male,1,No,Yes,22,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),103.89,2243.29,Yes
ID0313,Female,0,Yes,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),74.37,7587.05,Yes
ID0314,Male,0,Yes,Yes,67,No,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.07,3765.53,No
ID0315,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,76.04,565.48,Yes
ID0316,Female,1,Yes,Yes,34,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),37.18,5862.19,Yes
ID0317,Male,1,No,No,55,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,110.66,2698.87,No
ID0318,Male,1,Yes,No,1,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,54.56,5263.55,Yes
ID0319,Male,1,Yes,Yes,72,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,103.26,2309.79,Yes
ID0320,Female,0,Yes,No,38,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),36.89,4609.87,Yes
ID0321,Female,1,Yes,No,6,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),126.45,6200.99,No
ID0322,Male,0,No,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,49.48,7432.26,Yes
ID0323,Female,0,No,Yes,17,No,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,119.15,2163.89,No
ID0324,Female,1,No,No,61,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),111.75,2746.36,No
ID0325,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,127.74,3768.69,Yes
ID0326,Female,0,Yes,No,6,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,78.26,7425.67,No
ID0327,Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),103.46,7221.95,Yes
ID0328,Male,0,Yes,Yes,8,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),67.43,811.03,Yes
ID0329,Female,1,Yes,No,65,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),48.61,1143.24,Yes
ID0330,Female,0,No,No,57,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,74.74,4015.51,No
ID0331,Male,1,No,Yes,40,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,46.73,943.28,Yes
ID0332,Male,1,No,No,14,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),129.18,2831.08,Yes
ID0333,Female,0,No,No,35,No,No,No,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,39.71,1273.23,Yes
ID0334,Male,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Electronic check,89.5,5125.71,No
ID0335,Female,1,Yes,Yes,56,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),93.26,7602.0,No
ID0336,Female,1,No,Yes,49,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,84.34,7975.19,Yes
ID0337,Male,0,Yes,No,13,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,96.87,3065.39,Yes
ID0338,Male,1,No,No,61,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,41.72,4833.19,Yes
ID0339,Female,1,No,No,49,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),86.05,6865.5,Yes
ID0340,Female,1,Yes,Yes,46,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.0,1028.94,No
ID0341,Male,0,No,Yes,62,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),124.95,5548.55,No
ID0342,Female,1,Yes,No,8,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,106.96,3330.85,No
ID0343,Male,0,Yes,No,43,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,128.21,1729.54,No
ID0344,Female,0,Yes,No,20,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33.78,3282.74,No
ID0345,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.79,701.08,No
ID0346,Male,0,No,No,49,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),49.73,5594.71,No
ID0347,Male,0,Yes,No,64,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.12,2097.66,Yes
ID0348,Female,0,No,Yes,62,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,54.46,2561.09,Yes
ID0349,Female,1,No,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.55,1057.53,Yes
ID0350,Male,0,No,Yes,9,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.33,6931.8,Yes
